"Storey","IFC Type","Element Name","CompositeKey","EA","SF","LF","CY"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797263","0:49248","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797264","0:49280","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797265","0:49312","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797266","0:49344","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797267","0:49376","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797268","0:49408","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797269","0:49440","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797270","0:49472","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797271","0:49504","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797272","0:49536","1","","54.82","0.29"
"L4","IFCBEAM","W Shapes:W12X26:797279","0:49575","1","","8.48","0.16"
"L4","IFCBEAM","W Shapes:W8x10:797288","0:49606","1","","27.40","0.19"
"L4","IFCBEAM","W Shapes:W8x10:797289","0:49640","1","","32.85","0.23"
"L4","IFCBEAM","W Shapes:W8x10:797290","0:49673","1","","38.30","0.29"
"L5","IFCBEAM","SF_Steel L Angle:_Size:798957","0:49897","1","","31.30","0.14"
"L5","IFCBEAM","K-Series Bar Joist-Angle Web:16K2:799313","0:49995","1","","54.82","0.30"
"L5","IFCBEAM","K-Series Bar Joist-Angle Web:16K2:799314","0:50028","1","","54.82","0.30"
"L5","IFCBEAM","K-Series Bar Joist-Angle Web:16K2:799315","0:50060","1","","54.82","0.30"
"L5","IFCBEAM","K-Series Bar Joist-Angle Web:16K2:799316","0:50092","1","","54.82","0.30"
"L5","IFCBEAM","K-Series Bar Joist-Angle Web:16K2:799317","0:50124","1","","54.82","0.30"
"L5","IFCBEAM","K-Series Bar Joist-Angle Web:16K2:799318","0:50267","1","","52.63","0.29"
"L5","IFCBEAM","K-Series Bar Joist-Angle Web:16K2:799319","0:50298","1","","52.63","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:800067","0:50625","1","","44.02","0.23"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:800069","0:50657","1","","44.02","0.23"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:800071","0:50688","1","","73.00","0.41"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:800073","0:50721","1","","73.00","0.41"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:800075","0:50754","1","","73.00","0.41"
"L5","IFCBEAM","W Shapes:W18x55:804755","0:50820","1","","78.19","3.34"
"R2","IFCBEAM","W Shapes:W8x10:806128","0:50853","1","","27.48","0.19"
"R2","IFCBEAM","W Shapes:W8x10:806129","0:50888","1","","27.48","0.19"
"R2","IFCBEAM","W Shapes:W8x10:806130","0:50922","1","","27.48","0.19"
"R2","IFCBEAM","W Shapes:W8x10:806131","0:50956","1","","27.48","0.19"
"R2","IFCBEAM","W Shapes:W8x10:806132","0:50990","1","","27.48","0.19"
"L2","IFCBEAM","W Shapes:W16X26:806321","0:51024","1","","73.00","1.47"
"L2","IFCBEAM","W Shapes:W16X26:806322","0:51096","1","","73.00","1.47"
"L2","IFCBEAM","W Shapes:W16X26:806323","0:51128","1","","73.00","1.47"
"L2","IFCBEAM","W Shapes:W16X26:806324","0:51160","1","","73.00","1.47"
"L2","IFCBEAM","W Shapes:W16X26:806325","0:51192","1","","73.00","1.47"
"L2","IFCBEAM","W Shapes:W16X26:806326","0:51224","1","","73.00","1.49"
"L2","IFCBEAM","W Shapes:W16X26:806327","0:51256","1","","73.00","1.49"
"L2","IFCBEAM","W Shapes:W16X26:806328","0:51288","1","","73.00","1.47"
"L2","IFCBEAM","W Shapes:W16X26:806329","0:51320","1","","73.00","1.47"
"L2","IFCBEAM","W Shapes:W16X26:806330","0:51352","1","","73.00","1.47"
"Parapet 2","IFCBEAM","SF_Steel L Angle:_Size:807782","0:51424","1","","24.35","0.10"
"Parapet 2","IFCBEAM","SF_Steel L Angle:_Size:807809","0:51493","1","","27.34","0.11"
"Parapet 2","IFCBEAM","SF_Steel L Angle:_Size:807836","0:51566","1","","24.35","0.10"
"Parapet 2","IFCBEAM","SF_Steel L Angle:_Size:807870","0:51635","1","","27.34","0.11"
"R2","IFCBEAM","W Shapes:W8x10:808473","0:51668","1","","27.34","0.20"
"Parapet 2","IFCBEAM","SF_Steel L Angle:_Size:809530","0:51743","1","","24.35","0.10"
"R2","IFCBEAM","W Shapes:W8x10:809672","0:51773","1","","27.34","0.20"
"L5","IFCBEAM","W Shapes:W8x10:810866","0:51809","1","","19.93","0.13"
"L5","IFCBEAM","W Shapes:W8x10:810867","0:51843","1","","25.32","0.17"
"L5","IFCBEAM","W Shapes:W8x10:810868","0:51876","1","","30.71","0.22"
"L5","IFCBEAM","W Shapes:W8x10:811315","0:51909","1","","18.91","0.12"
"L5","IFCBEAM","W Shapes:W8x10:811316","0:51943","1","","24.27","0.16"
"L5","IFCBEAM","W Shapes:W8x10:811317","0:51976","1","","29.63","0.22"
"M1","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:877136","0:52004","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:877874","0:52036","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:878108","0:52068","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:878109","0:52101","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:878110","0:52133","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:878111","0:52165","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:878112","0:52197","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:878113","0:52229","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:878114","0:52261","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:878115","0:52293","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:878116","0:52325","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:878828","0:52357","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:879293","0:52389","1","","54.82","0.30"
"L2","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:879826","0:52421","1","","54.82","0.30"
"L2","IFCBUILDINGELEMENTPROXY","SCN_Embed:_Size:642543","0:11517","1","21.53","","0.05"
"M1","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:642548","0:11546","1","0.32","1.64","0.00"
"M1","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:642549","0:11577","1","0.32","1.64","0.00"
"M1","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:642552","0:11592","1","0.32","1.64","0.00"
"M1","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:642553","0:11607","1","0.32","1.64","0.00"
"L2","IFCBUILDINGELEMENTPROXY","SCN_Embed:_Size:643326","0:11667","1","21.53","","0.05"
"M1","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:643329","0:11678","1","0.32","1.64","0.00"
"M1","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:643330","0:11693","1","0.32","1.64","0.00"
"M1","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:643331","0:11708","1","0.32","1.64","0.00"
"M1","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:643332","0:11723","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_Embed:_Size:728083","0:26284","1","21.53","","0.05"
"L2","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:728086","0:26295","1","0.32","1.64","0.00"
"L2","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:728087","0:26310","1","0.32","1.64","0.00"
"L2","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:728088","0:26325","1","0.32","1.64","0.00"
"L2","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:728089","0:26340","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_Embed:_Size:728645","0:26430","1","21.53","","0.05"
"L2","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:728648","0:26441","1","0.32","1.64","0.00"
"L2","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:728649","0:26456","1","0.32","1.64","0.00"
"L2","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:728650","0:26471","1","0.32","1.64","0.00"
"L2","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:728651","0:26486","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_Embed:_Size:792319","0:37355","1","21.53","","0.05"
"L3","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:792322","0:37366","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:792323","0:37381","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:792324","0:37396","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:792325","0:37411","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_Embed:_Size:792330","0:37501","1","21.53","","0.05"
"L3","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:792333","0:37512","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:792334","0:37527","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:792335","0:37542","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:792336","0:37557","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_Embed:_Size:793206","0:44054","1","21.53","","0.05"
"L4","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:793209","0:44065","1","0.32","1.64","0.00"
"L4","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:793210","0:44080","1","0.32","1.64","0.00"
"L4","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:793211","0:44095","1","0.32","1.64","0.00"
"L4","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:793212","0:44110","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_Embed:_Size:793217","0:44200","1","21.53","","0.05"
"L4","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:793220","0:44211","1","0.32","1.64","0.00"
"L4","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:793221","0:44226","1","0.32","1.64","0.00"
"L4","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:793222","0:44241","1","0.32","1.64","0.00"
"L4","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:793223","0:44256","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_Embed:_Size:798950","0:49779","1","21.53","","0.05"
"L5","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:798953","0:49790","1","0.32","1.64","0.00"
"L5","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:798954","0:49805","1","0.32","1.64","0.00"
"L5","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:798955","0:49820","1","0.32","1.64","0.00"
"L5","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:798956","0:49835","1","0.32","1.64","0.00"
"L3","IFCBUILDINGELEMENTPROXY","SCN_Embed:_Size:798958","0:49919","1","21.53","","0.05"
"L5","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:798961","0:49930","1","0.32","1.64","0.00"
"L5","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:798962","0:49945","1","0.32","1.64","0.00"
"L5","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:798963","0:49960","1","0.32","1.64","0.00"
"L5","IFCBUILDINGELEMENTPROXY","SCN_HAS:3/8:798964","0:49975","1","0.32","1.64","0.00"
